name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
melbourne,2024-03-13,19.1,16,18,19.1,16,18,14,77.7,1.64,100,8.33,rain,0,0,18.7,11,181.8,1016.9,94.1,14.3,55.3,4.9,2,10,2024-03-13T07:16:25,2024-03-13T19:42:08,0.09,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"YMAV,94898099999,95874099999,94866099999,95867099999,C7520,95936099999,94895599999,95866099999,94865099999,YMML,94864099999"
melbourne,2024-03-14,22,16.5,19,22,16.5,19,14.1,73.2,0.009,100,4.17,rain,0,0,30.6,17.5,190.8,1015.5,68,16.4,133,11.6,5,10,2024-03-14T07:17:22,2024-03-14T19:40:37,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2024-03-15,27.5,15.6,20.7,27.3,15.6,20.7,13.1,64.6,0,0,0,,0,0,31.3,15.1,149,1018.7,23.3,17.3,205.3,17.8,8,10,2024-03-15T07:18:19,2024-03-15T19:39:07,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"94860099999,95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94872099999,94864099999,94870099999"
melbourne,2024-03-16,29,14.7,21.4,27.9,14.7,21.2,12,59.1,0,0,0,,0,0,25.9,14.4,82.2,1017.7,4.6,18.1,232.3,20,8,10,2024-03-16T07:19:16,2024-03-16T19:37:36,0.19,Clear,Clear conditions throughout the day.,clear-day,"95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2024-03-17,29.1,17.9,22.9,28,17.9,22.7,11.8,51.1,0,0,0,,0,0,36.7,16.6,53.3,1013.3,42.8,19.5,220.8,19.2,9,10,2024-03-17T07:20:13,2024-03-17T19:36:05,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2024-03-18,31.1,16.1,23.3,29.9,16.1,23,12.8,55.3,0,0,0,,0,0,25.6,15.1,24.7,1012.2,17.6,19.4,201,17.3,8,10,2024-03-18T07:21:09,2024-03-18T19:34:34,0.26,Clear,Clear conditions throughout the day.,clear-day,"95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2024-03-19,28.1,19.7,23.1,28.7,19.7,23.2,14.6,59.3,0,0,0,,0,0,52.2,31.3,349.9,1009.5,50.4,17.6,116.3,10,6,10,2024-03-19T07:22:05,2024-03-19T19:33:03,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2024-03-20,18,13.3,15.5,18,13.3,15.5,6.4,55.7,0.204,100,4.17,rain,0,0,38.2,24.5,209.7,1023.2,26.9,20.5,213,18.1,9,10,2024-03-20T07:23:01,2024-03-20T19:31:31,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"94860099999,95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94872099999,94864099999,94854099999,94870099999"
melbourne,2024-03-21,20.1,9.5,15,20.1,9.1,15,6.5,58.1,0.191,100,4.17,rain,0,0,18.7,16.2,173.1,1028.5,10,17.9,220.6,19.1,8,10,2024-03-21T07:23:57,2024-03-21T19:30:00,0.36,Rain,Clear conditions throughout the day with morning rain.,rain,"95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2024-03-22,20.6,9.7,15.5,20.6,8.5,15.4,9.3,68,0,0,0,,0,0,21.6,18.5,175.7,1024.4,12.3,16.5,203.9,17.6,8,10,2024-03-22T07:24:53,2024-03-22T19:28:29,0.39,Clear,Clear conditions throughout the day.,clear-day,"95874099999,C9254,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2024-03-23,19.2,11.9,15.6,19.2,11.9,15.6,9.8,69.7,0.002,100,4.17,rain,0,0,22.7,15.5,172.4,1025.5,61.7,19.3,128.7,11.1,7,10,2024-03-23T07:25:48,2024-03-23T19:26:57,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"C9254,95874099999,94866099999,95936099999,C7520,95866099999,94865099999,94864099999"
melbourne,2024-03-24,21.7,11.9,16.2,21.7,11.9,16.2,8.3,60.3,0.024,100,4.17,rain,0,0,19.1,13.4,237.1,1022.9,27.2,16,164.9,14.1,8,10,2024-03-24T07:26:44,2024-03-24T19:25:26,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"C9254,95874099999,94866099999,95936099999,C7520,95866099999,94865099999,94864099999"
melbourne,2024-03-25,22.2,14.3,17.3,22.2,14.3,17.3,10.5,65.1,0,0,0,,0,0,20.5,12.7,246.5,1020.1,11.3,16.5,227.8,19.8,8,10,2024-03-25T07:27:39,2024-03-25T19:23:55,0.5,Clear,Clear conditions throughout the day.,clear-day,"C9254,95874099999,94866099999,95936099999,C7520,95866099999,94865099999,94864099999"
melbourne,2024-03-26,20.8,13,17.1,20.8,13,17.1,10.5,66.4,0,0,0,,0,0,21.2,11.6,202.9,1022.1,27.7,18.1,154.4,13.3,9,10,2024-03-26T07:28:34,2024-03-26T19:22:24,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"94860099999,C9254,95874099999,94866099999,95936099999,C7520,95866099999,94865099999,94872099999,94864099999,94854099999,94870099999"
melbourne,2024-03-27,29.8,11.1,17.1,34.6,11.1,17.5,12.2,73.4,0.2,100,8.33,rain,0,0,23.8,25,183.3,1024.8,47.6,14.5,114.4,9.9,6,10,2024-03-27T07:29:29,2024-03-27T19:20:53,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"YMAV,95874099999,94866099999,C7520,6CV53CK,95936099999,94895599999,YMML,95866099999,94865099999,94864099999"
melbourne,2024-03-28,26.8,13.7,17.3,29,13.7,17.4,10.3,64.6,0.1,100,4.17,rain,0,0,21.2,41,165.4,1025.1,59,12.4,192.8,16.8,9,10,2024-03-28T07:30:24,2024-03-28T19:19:22,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"YMAV,95874099999,94866099999,C7520,95936099999,6CV53CK,95866099999,94865099999,YMML,94864099999"
melbourne,2024-03-29,29.5,11.5,19.1,27.9,11.5,19,11.3,65.3,0,0,0,,0,0,23.4,21.3,46.6,1023.9,27.4,9.8,206.1,17.8,8,10,2024-03-29T07:31:19,2024-03-29T19:17:51,0.63,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"YMAV,C7520,6CV53CK,YMML"
melbourne,2024-03-30,24,9,16.6,24,8.5,16.6,11.6,75.5,0,0,0,,0,0,15.5,19.7,176.1,1025.1,24.4,9.2,192.9,16.5,7,10,2024-03-30T07:32:14,2024-03-30T19:16:20,0.66,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"YMAV,C7520,YMML"
melbourne,2024-03-31,22.8,13,17.3,22.8,13,17.3,13.1,78,0,0,0,,0,0,11.9,17.3,192.7,1021.8,56.7,9.8,156.5,13.4,7,10,2024-03-31T07:33:08,2024-03-31T19:14:50,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"YMAV,C7520,6CV53CK,YMML"
melbourne,2024-04-01,24.8,11.8,18.7,24.8,11.8,18.7,13.3,73.7,12.6,100,33.33,rain,0,0,43.2,42.3,32,1013.8,83.7,9.6,60.3,5.3,3,10,2024-04-01T07:34:03,2024-04-01T19:13:20,0.73,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"YMAV,C7520,6CV53CK,YMML"
melbourne,2024-04-02,20.5,14,16.6,20.5,14,16.6,12.5,77.8,53.888,100,4.17,rain,0,0,38.9,38.1,269.3,1011.2,80.2,12.1,116,10.2,7,10,2024-04-02T07:34:58,2024-04-02T19:11:51,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"YMAV,95874099999,94866099999,C7520,95936099999,YMML,95866099999,94865099999,94864099999"
melbourne,2024-04-03,16.2,10.1,13.6,16.2,10.1,13.6,10.8,83.1,2.298,100,8.33,rain,0,0,22,14.4,269.3,1021.2,65.8,14.5,79.8,6.8,6,10,2024-04-03T07:35:52,2024-04-03T19:10:21,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"YMAV,95874099999,94866099999,C7520,94895599999,95936099999,YMML,95866099999,94865099999,94864099999"
melbourne,2024-04-04,18.5,9.5,14.4,18.5,9.5,14.4,8.4,70.5,4.76,100,4.17,rain,0,0,31,15.1,149.4,1026.4,40.5,17.5,157.1,13.5,9,10,2024-04-04T07:36:47,2024-04-04T19:08:52,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"94860099999,95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94872099999,94864099999,94870099999"
melbourne,2024-04-05,20.1,11.9,15.8,20.1,11.9,15.8,10.5,71.2,0.002,100,4.17,rain,0,0,28.8,15.1,182.4,1027.1,55.5,15.6,184.8,15.8,7,10,2024-04-05T07:37:41,2024-04-05T19:07:24,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2024-04-06,21.8,14.6,17.6,21.8,14.6,17.6,13.4,77.2,0,0,0,rain,0,0,14.8,11.4,136.2,1018.2,95,15.7,72.2,6.2,3,10,2024-04-06T07:38:35,2024-04-06T19:05:55,0.91,Overcast,Cloudy skies throughout the day.,cloudy,"95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2024-04-07,20,16,17.6,20,16,17.6,15.3,87,0.192,100,12.5,rain,0,0,18.4,13.2,201.8,1012.4,80.2,12.5,108.8,9.7,6,10,2024-04-07T06:39:30,2024-04-07T18:04:28,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2024-04-08,19.7,12.1,15.5,19.7,12.1,15.5,11.4,78.1,2.974,100,12.5,rain,0,0,31.3,11.6,256.4,1011.8,65.7,14.5,122,10.5,8,10,2024-04-08T06:40:24,2024-04-08T18:03:00,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2024-04-09,15.2,10.4,12.7,15.2,10.4,12.7,8.4,76,34.003,100,16.67,rain,0,0,35.3,16.9,218,1017.8,79.1,14.8,85.5,7.6,5,10,2024-04-09T06:41:19,2024-04-09T18:01:34,0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2024-04-10,17,12.5,14.8,17,12.5,14.8,9.7,71.6,2.274,100,8.33,rain,0,0,28.4,14.8,217,1021.5,92.9,16.7,82.8,7.1,5,10,2024-04-10T06:42:13,2024-04-10T18:00:07,0.04,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2024-04-11,17.6,13,14.7,17.6,13,14.7,11.1,80.5,0.032,100,8.33,rain,0,0,24.1,11.5,221.3,1022.5,82,17.7,87.3,7.4,4,10,2024-04-11T06:43:07,2024-04-11T17:58:42,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2024-04-12,17.1,12.3,14.6,17.1,12.3,14.6,10.6,77.7,1.788,100,4.17,rain,0,0,15.8,9.1,223.8,1022.1,78.6,17.3,66.7,5.6,3,10,2024-04-12T06:44:02,2024-04-12T17:57:17,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2024-04-13,18.1,11.9,14.6,18.1,11.9,14.6,9.8,74.3,0.356,100,4.17,rain,0,0,14.8,11,218.9,1023,37.1,17.9,118.8,10.2,8,10,2024-04-13T06:44:56,2024-04-13T17:55:52,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2024-04-14,19,10.6,14.2,19,10.6,14.2,10.5,79.3,0,0,0,,0,0,9.4,9.7,63.6,1023.3,26.9,19,118.6,10.3,5,10,2024-04-14T06:45:50,2024-04-14T17:54:28,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2024-04-15,20,9.8,15.1,20,9.4,15.1,10.4,74.8,0,0,0,rain,0,0,18.7,9.2,179.7,1023.9,36.9,18.3,127.5,10.9,7,10,2024-04-15T06:46:45,2024-04-15T17:53:05,0.21,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2024-04-16,18.6,11.5,14.7,18.6,11.5,14.7,11.6,82.6,0.178,100,4.17,rain,0,0,18.7,13.1,192.9,1025.1,65.4,16.7,104.3,9.1,7,10,2024-04-16T06:47:39,2024-04-16T17:51:43,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2024-04-17,17.5,10,13.9,17.5,10,13.9,11.4,85.5,0,0,0,rain,0,0,20.9,11.8,194.5,1025.5,78.3,14,170.5,14.7,7,10,2024-04-17T06:48:34,2024-04-17T17:50:21,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"94860099999,95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94872099999,94864099999,94870099999"
melbourne,2024-04-18,16.8,11.2,13.8,16.8,11.2,13.8,10,79.5,2.935,100,8.33,rain,0,0,33.5,20.8,273.9,1020.7,84.9,12.6,66,5.7,4,10,2024-04-18T06:49:28,2024-04-18T17:49:00,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"94860099999,94898099999,95874099999,94866099999,95867099999,C7520,95936099999,95866099999,94865099999,94872099999,94864099999,94870099999"
melbourne,2024-04-19,17.6,12.1,14.6,17.6,12.1,14.6,11.3,81.6,5.667,100,8.33,rain,0,0,30.2,15,199,1022.1,54.1,14.9,115.8,10,7,10,2024-04-19T06:50:22,2024-04-19T17:47:40,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"94860099999,95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94872099999,94864099999,94870099999"
melbourne,2024-04-20,16.7,8.4,12.4,16.7,8.4,12.4,9.1,82.2,0.192,100,4.17,rain,0,0,23.4,13.3,200.5,1029.9,25.1,17.1,109.5,9.5,6,10,2024-04-20T06:51:17,2024-04-20T17:46:20,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"94860099999,95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94872099999,94864099999,94870099999"
melbourne,2024-04-21,16.2,9.4,12.7,16.2,9.4,12.7,8.7,77.3,0.007,100,4.17,rain,0,0,13,9.7,190.4,1030.3,33.8,17.3,116.2,10.1,6,10,2024-04-21T06:52:11,2024-04-21T17:45:02,0.4,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.,rain,"95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2024-04-22,24,6.7,14.5,24,5.1,14.1,7.2,66.9,0,0,0,,0,0,28.8,16.6,11.1,1025.6,12.4,14.6,159,13.7,6,10,2024-04-22T06:53:06,2024-04-22T17:43:44,0.44,Clear,Clear conditions throughout the day.,clear-day,"94860099999,95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94872099999,94864099999,94870099999"
melbourne,2024-04-23,24.6,11.5,18.5,24.6,11.5,18.5,6.8,48.6,0,0,0,,0,0,54.4,22.4,356.4,1017.4,69.8,16.8,143.8,12.4,6,10,2024-04-23T06:54:00,2024-04-23T17:42:28,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2024-04-24,16,10.9,12.8,16,10.9,12.8,7.2,69.6,5.714,100,12.5,rain,0,0,52.9,20.2,247.1,1021.5,63.1,15.7,105.2,9.1,5,10,2024-04-24T06:54:55,2024-04-24T17:41:12,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2024-04-25,15.5,11,13.2,15.5,11,13.2,7.8,70,0.296,100,4.17,rain,0,0,29.5,27.2,239.5,1024.5,80.5,16.5,75,6.7,3,10,2024-04-25T06:55:49,2024-04-25T17:39:57,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"YMAV,95874099999,94866099999,C7520,95936099999,94895599999,95866099999,94865099999,YMML,94864099999"
melbourne,2024-04-26,15.1,12.4,13.5,15.1,12.4,13.5,6.9,64.6,0.026,100,4.17,rain,0,0,24.5,11.5,226.5,1026.2,86.3,16.7,63.5,5.5,3,10,2024-04-26T06:56:44,2024-04-26T17:38:43,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2024-04-27,17.3,9.4,13.3,17.3,9.4,13.3,8.1,71.9,0.002,100,4.17,rain,0,0,13.3,11.4,209.1,1026,54.8,18.9,123,10.7,6,10,2024-04-27T06:57:38,2024-04-27T17:37:31,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2024-04-28,22.1,8,14.2,22.1,6.8,14,7.6,68.2,0,0,0,,0,0,36.7,18.6,0.2,1021.9,70.8,18.3,146.5,12.6,6,10,2024-04-28T06:58:32,2024-04-28T17:36:19,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2024-04-29,16,11.5,14.3,16,11.5,14.3,7.4,63.4,0,0,0,rain,0,0,33.5,13.3,188.4,1023.4,93.6,15.2,33.9,2.9,2,10,2024-04-29T06:59:27,2024-04-29T17:35:08,0.68,Overcast,Cloudy skies throughout the day.,cloudy,"95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2024-04-30,14.9,10.5,12.5,14.9,10.5,12.5,7.7,73,0.039,100,4.17,rain,0,0,28.4,13.6,157,1030.6,84.4,16.7,85.7,7.5,8,10,2024-04-30T07:00:21,2024-04-30T17:33:59,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2024-05-01,16.9,8.3,12.3,16.9,7.8,12.3,8.8,80.7,0,0,0,rain,0,0,28.1,25.9,182.2,1031.7,33.8,12.3,137.1,11.8,6,10,2024-05-01T07:01:15,2024-05-01T17:32:50,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"YMAV,95874099999,94866099999,C7520,95936099999,95866099999,94865099999,YMML,94864099999"
melbourne,2024-05-02,16.2,7.4,11.1,16.2,5.3,10.5,8.8,86.8,0.009,100,4.17,rain,0,0,16.9,13.5,248.2,1031.6,30.4,12.4,107.9,9.4,6,10,2024-05-02T07:02:09,2024-05-02T17:31:43,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"YMAV,95874099999,94866099999,C7520,95936099999,YMML,95866099999,94865099999,94864099999"
melbourne,2024-05-03,16.7,6.6,11.2,16.7,5.1,10.8,8.6,85,0.007,100,4.17,rain,0,0,15.1,9.2,65.4,1028.9,44.6,12.3,106.2,9.1,5,10,2024-05-03T07:03:03,2024-05-03T17:30:37,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2024-05-04,16,6.5,10.3,16,5.7,10.2,8.7,90.8,0.009,100,4.17,rain,0,0,11.2,7.5,34.6,1025.8,77.7,12.8,81.4,6.9,6,10,2024-05-04T07:03:57,2024-05-04T17:29:32,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2024-05-05,17.3,8.9,13.2,17.3,8.9,13.2,10.5,84.8,0,0,0,,0,0,36.7,13,163.8,1026.9,51.3,13.3,85,7.2,6,10,2024-05-05T07:04:51,2024-05-05T17:28:29,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2024-05-06,19.1,9.7,13.7,19.1,9.7,13.7,10.4,82.2,0.009,100,8.33,rain,0,0,34.9,13,160.7,1031.4,29,14.8,120.6,10.6,7,10,2024-05-06T07:05:44,2024-05-06T17:27:27,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2024-05-07,15.7,8.7,12.1,15.7,7.3,12,10.2,88.9,0.002,100,4.17,rain,0,0,12.6,9.5,302.2,1031.5,21.5,11.8,125.5,10.8,5,10,2024-05-07T07:06:38,2024-05-07T17:26:26,0.96,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.,rain,"95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2024-05-08,17.8,10.4,13.5,17.8,10.4,13.5,10.7,84.2,0,0,0,,0,0,16.9,10.1,295.8,1031.1,31.2,10.9,126,10.9,5,10,2024-05-08T07:07:31,2024-05-08T17:25:26,0,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"YMAV,95874099999,94866099999,C7520,95936099999,94895599999,95866099999,94865099999,YMML,94864099999"
melbourne,2024-05-09,16.1,9.1,12.9,16.1,9.1,12.9,11.9,94.1,0.004,100,4.17,rain,0,0,13,7.5,232.5,1030.5,74.3,8.9,61.5,5.3,3,10,2024-05-09T07:08:24,2024-05-09T17:24:28,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"94860099999,95874099999,94866099999,95936099999,95866099999,94872099999,94898099999,95867099999,C7520,94865099999,94864099999,94854099999,94870099999"
melbourne,2024-05-10,16.6,13,14.5,16.6,13,14.5,14,97.2,14.247,100,12.5,rain,0,0,16.6,5.7,205.5,1029.2,97.1,9.5,51,4.3,3,10,2024-05-10T07:09:17,2024-05-10T17:23:31,0.06,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2024-05-11,18.9,11,15,18.9,11,15,12,83.9,1.795,100,12.5,rain,0,0,22,13.1,119,1026.9,82.8,11.6,66.7,5.6,3,10,2024-05-11T07:10:09,2024-05-11T17:22:36,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2024-05-12,18.2,7.3,12.4,18.2,6.6,12.3,10.6,89.9,0.011,100,8.33,rain,0,0,9.4,8.9,203.5,1023.5,29.9,15.5,121.5,10.6,5,10,2024-05-12T07:11:01,2024-05-12T17:21:42,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"95874099999,C9254,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2024-05-13,18.1,7,13.3,18.1,5.7,13.1,10.3,83.2,0,0,0,rain,0,0,28.4,11.3,231.9,1022.8,41.1,17.3,105,9,5,10,2024-05-13T07:11:53,2024-05-13T17:20:49,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C9254,95874099999,94866099999,95936099999,C7520,95866099999,94865099999,94864099999"
melbourne,2024-05-14,16.5,9.3,13.3,16.5,9.3,13.3,7.3,68,0,0,0,,0,0,18.7,10.7,232.8,1028,42.8,16.9,62,5.2,3,10,2024-05-14T07:12:45,2024-05-14T17:19:58,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C9254,95874099999,94866099999,95936099999,C7520,95866099999,94865099999,94864099999"
melbourne,2024-05-15,17,5.6,10.9,17,5.1,10.7,7.6,82.5,0,0,0,,0,0,11.2,11,339.1,1029,49.3,17.1,92.2,8,5,10,2024-05-15T07:13:36,2024-05-15T17:19:08,0.25,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"C9254,95874099999,94866099999,95936099999,C7520,95866099999,94865099999,94864099999"
melbourne,2024-05-16,17.6,6.3,11.1,17.6,4.8,10.8,8,83.3,0,0,0,,0,0,9,7.7,49.8,1028.5,3.5,16,41.8,3.5,5,10,2024-05-16T07:14:27,2024-05-16T17:18:20,0.26,Clear,Clear conditions throughout the day.,clear-day,"C9254,95874099999,94866099999,95936099999,C7520,95866099999,94865099999,94864099999"
melbourne,2024-05-17,15.5,6.2,11.3,15.5,6.2,11.2,8.3,82.8,0.024,100,8.33,rain,0,0,37.4,17.2,197.6,1027.3,64.1,15.2,36.1,3,2,10,2024-05-17T07:15:17,2024-05-17T17:17:34,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"C9254,95874099999,94866099999,95936099999,C7520,95866099999,94865099999,94864099999"
melbourne,2024-05-18,13.9,6.3,10.2,13.9,6.3,9.8,2.8,61.6,1.973,100,8.33,rain,0,0,35.3,13.3,165.1,1031.2,48.3,16.7,118.9,10.3,5,10,2024-05-18T07:16:07,2024-05-18T17:16:49,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"95874099999,C9254,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2024-05-19,14.8,6.9,11.6,14.8,6.9,11.4,8,78.8,0.051,100,8.33,rain,0,0,34.2,12.1,279.7,1024.8,91.7,15.3,37.6,3.1,2,10,2024-05-19T07:16:57,2024-05-19T17:16:05,0.35,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"95874099999,C9254,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2024-05-20,14.5,8.9,11.7,14.5,7.8,11.6,9.7,88.2,3.089,100,16.67,rain,0,0,24.8,11.5,229.4,1027.2,86.4,12.1,54.9,4.9,3,10,2024-05-20T07:17:46,2024-05-20T17:15:24,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"C9254,95874099999,94866099999,95936099999,C7520,95866099999,94865099999,94864099999"
melbourne,2024-05-21,14.4,6.9,10.9,14.4,6.9,10.9,8.6,86.9,0.823,100,8.33,rain,0,0,20.9,11,206.4,1029.8,76.4,14.5,59,5,5,10,2024-05-21T07:18:34,2024-05-21T17:14:44,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"C9254,95874099999,94866099999,95936099999,C7520,95866099999,94865099999,94864099999"
